analise_dimensional,similaridade_semantica,classificacao,detalhes_criticos,justificativa_final,repo,file1,file2
"{'overlap_de_regras': 0.4, 'especializacao': 0.8, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['Repetição de instruções para criar Pull Requests', 'Repetição de instruções para verificar testes'], 'conflitos': [], 'valor_agregado': 'O arquivo AGENTS pode ser abstraído em um único arquivo para reduzir a sobrecarga cognitiva e melhorar a especialização, mantendo apenas as informações essenciais.'}","A análise das regras e instruções nos dois arquivos revelou uma sobreabundância de repetições sem significado adicional, o que sugere que o arquivo COPILOT pode ser reduzido sem comprometer a funcionalidade principal.",zauberzeug/nicegui,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.3, 'especializacao': 0.9, 'risco_de_conflito': 0.05}",80,Redundantes | Complementares,"{'redundancias': ['policia de tempo', 'configuracao do envoy'], 'conflitos': [], 'valor_agregado': 'O arquivo A se concentra em um workflow específico, enquanto o B abrange um conjunto mais amplo de funcionalidades.'}","Os dois arquivos têm pouca semantica em comum e apenas uma pequena parte das regras do Arquivo A se repetem no Arquivo B, mas as instrucoes redundantes sao politicas de tempo, que podem ser abordadas na mesma forma.",kumahq/kuma,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.7, 'risco_de_conflito': 0.3}",80,Redundantes | Complementares,"{'redundancias': ['Repetição de orientações sobre tecnologias específicas (ex: Spring Boot)'], 'conflitos': ['Incompatibilidade entre instruções relacionadas a LTI Integration'], 'valor_agregado': 'Embora os arquivos sejam semelhantes, o Arquivo B fornece orientações mais detalhadas sobre a integração de tecnologias e a aplicação de regras para garantir consistência nos processos.'}","Os dois arquivos apresentam uma boa semelhança em termos de regras e especialização, mas o Arquivo B oferece orientações mais precisas sobre como implantar as tecnologias e regras descritas, tornando-o essencial para a execução correta dos processos.",ls1intum/artemis,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.05, 'especializacao': 0.85, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['instruções de formatação e análise', 'comandos repetidos em ambos os arquivos'], 'conflitos': [], 'valor_agregado': 'Embora haja algumas redundâncias, a especialização dos dois arquivos permite uma melhor eficiência no processo de desenvolvimento.'}","Os arquivos A e B apresentam uma boa similaridade semântica, mas também há redundâncias em alguns aspectos. A manutenção dos dois arquivos separados pode trazer vantagens em termos de especialização e eficiência.",gofiber/fiber,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.2, 'risco_de_conflito': 0.2}",80,Redundantes,"{'redundancias': [['Repetição exata de instruções', 'Parafraseamento de instruções']], 'conflitos': [""Instrução 'segundo o modelo' se contradiz com 'segundo a regra'""], 'valor_agregado': 'Os arquivos podem ser reduzidos para um único, mantendo apenas as diferenças fundamentais.'}","A existência de múltiplos arquivos de contexto pode gerar sobrecarga cognitiva e conflitos de instrução para o modelo, tornando a redução dos arquivos necessária para otimizar o desempenho do sistema.",clickhouse/clickhouse-java,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.4, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['Convenções de editing para os arquivos AGENTS e COPILOT são semelhantes'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos apresentam uma boa especialização, mas não há conflitos evidentes que justifiquem a eliminação de um deles.'}","Embora os dois arquivos tenham algumas convenções semelhantes, eles servem para diferentes propósitos e não há conflitos óbvios que justifiquem a eliminação de um deles.",clickhouse/clickhouse-java,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.4, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",80,Redundantes | Complementares,"{'redundancias': ['Regras para check de breaking changes', 'comandos técnicos que se repetem'], 'conflitos': [], 'valor_agregado': 'O arquivo B tem instruções mais específicas e focadas no workflow de clickhouse-java, mantendo o arquivo A como orientação geral.'}",Os arquivos apresentam algumas regras repetidas e um valor agregado significativo na separação dos arquivos.,clickhouse/clickhouse-java,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.4, 'especializacao': 0.9, 'risco_de_conflito': 0.1}",80,Conflitantes | Complementares,"{'redundancias': ['Repetição de instruções relacionadas a build'], 'conflitos': ['Contradição entre instrução para utilizar maven em ambientes diferentes'], 'valor_agregado': 'Valeria a pena manter os dois arquivos separados devido à presença de conflitos e redundancias'}","Os dois arquivos apresentam instruções que se contradizem, pois um requer o uso de Maven em ambientes diferentes.",codenameone/codenameone,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.15, 'especializacao': 0.85, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': [""Instruções similares: 'Formatadores e linting' em ambos os arquivos""], 'conflitos': [], 'valor_agregado': 'Embora haja algumas instruções semelhantes, a especialização dos dois arquivos garante uma melhor eficiência.'}",Os dois arquivos são complementares e ajudam a melhorar a eficiência do processo de desenvolvimento.,go-git/go-git,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.4, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",80,Redundantes | Complementares,"{'redundancias': ['Foco em OOXML Specification', 'Uso semelhante de path aliases'], 'conflitos': [], 'valor_agregado': 'Mesmo que haja redundância, a especialização em OOXML Specification é valiosa para garantir consistência.'}","Os dois arquivos apresentam similaridade semântica e sobreposição de regras, mas a especialização em OOXML Specification justifica a manutenção de ambos os arquivos separados.",dolanmiu/docx,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.2, 'risco_de_conflito': 0.6}",80,Redundantes,"{'redundancias': ['Diversao de regras', 'Inconsistentes', 'Comandos repetidos'], 'conflitos': ['Repeticao exata das instrucoes do arquivo A no B', 'Comando que se contradiz com o do Arquivo A'], 'valor_agregado': 'Manter os dois arquivos separados para evitar problemas de confacao e sobrecarga cognitiva.'}","A existencia de regras e instrucoes repetidas em ambos os arquivos pode gerar problemas de confacao e sobrecarga cognitiva, por isso vale a pena manter os dois arquivos separados.",apache/pekko,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.4, 'especializacao': 0.6, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['comandos repetidos'], 'conflitos': [], 'valor_agregado': 'Os arquivos têm funcionalidades complementares, mas com algumas repetições.'}","A similaridade entre os dois arquivos é moderada, com algumas redundâncias, mas que não afetam significativamente o valor agregado de manter os dois arquivos separados.",ezengine/ezengine,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.1, 'especializacao': 0.8, 'risco_de_conflito': 0.05}",70,Complementares,"{'redundancias': ['comandos de formato identico, como `gofmt`'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm um conjunto de instruções únicas que podem ser usadas juntos para otimizar o workflow.'}","Ambos os arquivos apresentam uma grande similaridade em termos de regras e especialização, mas também há espaço para melhorias e otimizações.",kubeflow/trainer,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.1, 'especializacao': 0.9, 'risco_de_conflito': 0.05}",70,Complementares,"{'redundancias': ['ações repetidas sem propósito'], 'conflitos': ['nenhum conflito encontrado', 'ações discordantes não detectadas'], 'valor_agregado': 'Mantê-los separados para evitar sobrecarga cognitiva.'}","Os dois arquivos apresentam pouca relação, mas ambos fornecem funcionalidades únicas",pyrevitlabs/pyRevit,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.4, 'risco_de_conflito': 0.1}",65,Redundantes,"{'redundancias': ['repetição de instruções relacionadas a build e testes'], 'conflitos': [], 'valor_agregado': 'O arquivo B tem instruções específicas que não são necessárias no Arquivo A'}","Embora haja alguns comandos técnicos semelhantes, os dois arquivos têm um foco claro e diferentes",rollbar/rollbar.js,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.4, 'especializacao': 0.8, 'risco_de_conflito': 0.1}",70,Conflitantes | Independentes,"{'redundancias': [""Repetição de instruções relacionadas a testes, como 'make basic-test'""], 'conflitos': ['Ordens contraditórias sobre o uso de failpoints e regras específicas'], 'valor_agregado': 'Valeria a pena manter os dois arquivos separados para evitar conflitos de instrução'}","Os dois arquivos apresentam conflitos significativos em suas instruções, o que sugere que eles não devem ser mantidos juntos.",tikv/pd,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.7, 'risco_de_conflito': 0.1}",70,Complementares,"{'redundancias': ['Tópico X', 'Tópico Y'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos contêm instruções únicas e não há conflitos'}","Embora existam algumas instruções similares, os dois arquivos têm um foco diferente e são úteis para manter a consistência.",NVIDIA/cccl,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.5, 'especializacao': 0.7, 'risco_de_conflito': 0.1}",60,Conflitantes,"{'redundancias': ['repetição exata de instruções', 'uso repetido de mesmo comando'], 'conflitos': [], 'valor_agregado': 'A existência de instruções contraditórias que devem ser priorizadas.'}","Os arquivos apresentam instruções contradictórias e redundantes, tornando-se conflitantes.",microsoft/windowsprotocoltestsuites,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.8, 'risco_de_conflito': 0.1}",80,Redundantes,"{'redundancias': ['repetição de instruções de execução', 'uso de métodos repetitivos'], 'conflitos': [], 'valor_agregado': 'Manter ambos arquivos separados para evitar sobrecarga cognitiva.'}","Os dois arquivos apresentam uma grande quantidade de redundância em suas instruções de execução, o que pode gerar sobrecarga cognitiva e conflitos se forem mantidos juntos.",kotest/kotest,CLAUDE.md,CURSOR
"{'overlap_de_regras': 0.4, 'especializacao': 0.1, 'risco_de_conflito': 0.0}",80,Redundantes | Complementares,"{'redundancias': ['comandos técnicos repetidos ou contraditórios'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos contêm comandos técnicos semelhantes, mas não há instruções contraditórias.'}","Embora os dois arquivos compartilhem alguns comandos técnicos, eles têm objetivos e workflows distintos.",kotest/kotest,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.4, 'risco_de_conflito': 0.2}",80,Redundantes | Complementares,"{'redundancias': ['Comandos repetidos sem valor adicional'], 'conflitos': [], 'valor_agregado': 'Os arquivos apresentam comandos técnicos repetidos, mas o Arquivo B oferece especialização. A manutenção de ambos arquivos não é essencial.'}","Os dois arquivos apresentam comandos técnicos semelhantes, mas a IA de Arquivo B oferece uma abordagem mais especializada e eficiente.",kotest/kotest,CURSOR,COPILOT
"{'overlap_de_regras': 0.25, 'especializacao': 0.75, 'risco_de_conflito': 0.05}",90,Complementares,"{'redundancias': ['repetição de instruções relacionadas a formatação e análise de código'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos complementam-se, mas é possível reduzir redundância com ajustes menores.'}",Os arquivos têm instruções semelhantes que podem ser integradas para melhorar a eficiência do modelo de IA.,oxc-project/oxc,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.6, 'risco_de_conflito': 0.1}",70,Redundantes | Complementares,"{'redundancias': ['uso de instruções semelhantes'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos podem ser mantidos separados para manter a especialização.'}","Ambos os arquivos têm um conjunto de regras e instruções relacionadas, mas o arquivo B apresenta mais especialidade.",sap/ui5-webcomponents,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.3, 'especializacao': 0.5, 'risco_de_conflito': 0.2}",80,Complementares,"{'redundancias': [""comandos que repetem 'flox activate'"", ""comandos que especificam 'Node.js'""], 'conflitos': [], 'valor_agregado': 'Os arquivos têm regras específicas e únicas, mas ambas as instruções se encaixam dentro das diretrizes de segurança.'}","A diferença de regras é evidente, mas há um pouco de redundância em alguns comandos. É recomendável manter ambos arquivos separados para evitar conflitos potenciais.",posthog/posthog-foss,AGENTS.md,CURSOR
"{'overlap_de_regras': 0.5, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['comandos de Python repetidos'], 'conflitos': [], 'valor_agregado': 'Embora haja algumas redundâncias, os dois arquivos têm objetivos e funcionalidades únicas.'}","Os dois arquivos apresentam uma boa separação de responsabilidades, com alguns aspectos repetidos em ambas as instruções.",couchbase/sync_gateway,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.01, 'especializacao': 0.99, 'risco_de_conflito': 0.01}",60,Complementares,"{'redundancias': ['Exemplos de regras técnicas repetidas ou semelhantes em ambos os arquivos'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm funcionalidades complementares, mas com pouca redundância'}","Os arquivos A e B têm funcionalidades complementares, mas com pouca repetição de regras técnicas. Manter ambos arquivos separados pode ser benéfico para a especialização e a escalabilidade do sistema.",ledgerhq/ledger-live,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.1, 'risco_de_conflito': 0.9}",90,Redundantes,"{'redundancias': ['Regras de build e test são semelhantes, mas com pequenas variações'], 'conflitos': [""A instrução 'min OS version' é contraditória""], 'valor_agregado': 'Valeria a pena manter os dois arquivos separados para evitar confusão.'}","Os dois arquivos apresentam muitas semelhanças, mas com algumas variações que podem causar conflitos. Manter os dois arquivos é recomendável para garantir a consistência e a segurança do sistema.",microsoft/windowsappsdk,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.4, 'risco_de_conflito': 0.1}",80,Redundantes,"{'redundancias': ['repetição de instruções', 'uso de termos idênticos'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos possuem características únicas, mas há espaço para otimização.'}","Os dois arquivos apresentam características semelhantes, mas com diferências significativas que justificam a manutenção de cada um como separados.",reactiveui/akavache,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",80,Redundantes | Complementares,"{'redundancias': ['formato de código', '.editorconfig'], 'conflitos': None, 'valor_agregado': 'Embora haja algumas repetições e redundâncias nos comandos técnicos, ambos arquivos têm objetivos específicos e complementares.'}","Os dois arquivos de contexto possuem uma boa similitude em termos de regras e restrições, mas apresentam objetivos distintos que justificam sua manutenção separada.",pardeike/harmony,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.05, 'especializacao': 0.9, 'risco_de_conflito': 0.01}",75,Complementares,"{'redundancias': ['descrição de como os comandos repetidos não são essenciais'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm um valor agregado, pois cada um tem uma abordagem única para o workflow, mas compartilham algumas recomendações gerais.'}","O Arquivo A se concentra em um workflow específico, enquanto o Arquivo B aborda uma abordagem mais geral. Embora haja alguns comandos repetidos e algumas recomendações semelhantes, os dois arquivos têm um valor agregado devido à sua abordagem única para cada área.",celestiaorg/celestia-core,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.4, 'especializacao': 0.6, 'risco_de_conflito': 0.05}",70,Complementares,"{'redundancias': ['uso excessivo de regras gerais'], 'conflitos': [], 'valor_agregado': 'Ambos os arquivos são úteis, mas o Arquivo A é mais especializado.'}",Os dois arquivos têm uma boa relação semântica e não há conflitos significativos que justifiquem manter ambos arquivos separados.,mampfes/hacs_waste_collection_schedule,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.42, 'especializacao': 0.58, 'risco_de_conflito': 0.12}",72,Complementares,"{'redundancias': ['regras de estilo e padrões de contribuição'], 'conflitos': [], 'valor_agregado': 'Ambos arquivos oferecem informações únicas, mas a regra de estilo é fundamental para a consistência do projeto'}","Os dois arquivos apresentam algumas similitudes em termos de regras e estilo, mas oferecem informações únicas que complementam as necessidades do projeto.",backstage/backstage,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.2, 'risco_de_conflito': 0.1}",80,Redundantes,"{'redundancias': ['Use do arquivo .agents/CURSOR.md como referência para todos os módulos'], 'conflitos': [], 'valor_agregado': 'A existência de ambos arquivos pode ser útil se o uso de um for mais eficiente no entorno da equipe.'}","Os arquivos têm uma grande quantidade de regras e instruções que são repetidas ou contradizem-se, tornando a manutenção e atualização do código complexa.",dadoonet/fscrawler,CLAUDE.md,CURSOR
"{'overlap_de_regras': 0.1, 'especializacao': 0.8, 'risco_de_conflito': 0.2}",70,Complementares,"{'redundancias': ['uso de instruções de configuração semelhantes'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos contêm regras únicas que não se sobrepõem, o Arquivo A foca em uma abordagem mais ampla.'}","Ambos os arquivos são úteis para a documentação do projeto FSCrawler, mas o Arquivo B apresenta um foco mais específico e detalhado.",dadoonet/fscrawler,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.05, 'especializacao': 0.95, 'risco_de_conflito': 0.01}",80,Complementares,"{'redundancias': ['Repetição de instruções relacionadas a configuração de Elasticsearch'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm um valor agregado, pois ambos oferecem orientações específicas e complementares para o desenvolvedor.'}","Os arquivos A e B apresentam uma boa similaridade semântica, com uma grande quantidade de informações repetidas ou complementares. Embora haja algumas redundâncias, elas são mínimas e não afetam significativamente a eficácia do sistema. Portanto, é recomendável manter os dois arquivos separados para evitar conflitos e garantir a consistência dos procedimentos.",dadoonet/fscrawler,CURSOR,COPILOT
"{'overlap_de_regras': 0.4, 'especializacao': 0.6, 'risco_de_conflito': 0.3}",60,Conflitantes,"{'redundancias': ['Comandos de C++ que são repetidos em ambos os arquivos sem necessidade.'], 'conflitos': ['Instruções que se contradizem entre o Arquivo A e o Arquivo B, como a utilização de diferentes tipos de ponteiros.'], 'valor_agregado': 'Devido à presença de conflitos significativos, vale a pena manter os dois arquivos separados para evitar possíveis erros de compilação ou execução.'}","Os dois arquivos apresentam uma grande quantidade de repetição e conflito entre as instruções, o que pode comprometer a precisão do modelo. Portanto, é recomendável manter os dois arquivos separados para evitar problemas futuros.",esbmc/esbmc,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.2, 'risco_de_conflito': 0}",50,Complementares,"{'redundancias': ['Documentação de instruções gerais', 'Comandos técnicos repetidos'], 'conflitos': [], 'valor_agregado': 'Embora os dois arquivos tenham algumas regras e instruções em comum, o Arquivo A parece focar mais no workflow de desenvolvimento do Angular, enquanto o B se concentra na documentação geral. Isso sugere que eles podem ser manutenidos separados, com o Arquivo A sendo uma referência para os padrões de desenvolvimento e o B servindo como uma fonte de informações adicionais.'}","Embora existam algumas repetições e semelhanças, os dois arquivos têm objetivos diferentes e podem ser manutenidos separados para evitar conflitos e melhorar a eficiência do desenvolvimento.",sap/fundamental-ngx,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.4, 'especializacao': 0.6, 'risco_de_conflito': 0.1}",85,Redundantes | Complementares,"{'redundancias': [""estruturas de comandos repetidas, como 'input' e 'output'""], 'conflitos': [], 'valor_agregado': 'Os arquivos têm objetivos e funcionalidades diferentes, mas ambas são úteis e valiosas.'}","Os dois arquivos apresentam algumas redundâncias em suas regras e estruturas, mas ambos são fundamentais para o funcionamento do sistema.",sap/fundamental-ngx,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.05, 'especializacao': 0.85, 'risco_de_conflito': 0.1}",60,Complementares,"{'redundancias': ['A lista de instruções relacionadas ao uso do NX monorepo é muito semelhante com a do Arquivo A.'], 'conflitos': [], 'valor_agregado': 'O valor agregado dos dois arquivos está na sua complementaridade e capacidade de abordar diferentes aspectos do desenvolvimento Angular.'}","Os dois arquivos apresentam uma complementaridade significativa, com pouca redundância e nenhum conflito evidente.",sap/fundamental-ngx,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.1, 'especializacao': 0.6, 'risco_de_conflito': 0.3}",80,Complementares,"{'redundancias': [""uso de 'sempre' e 'nunca'"", 'comandos repetidos sem necessidade'], 'conflitos': ['nenhum conflito encontrado'], 'valor_agregado': 'Os arquivos têm objetivos distintos, mas ambas são úteis.'}","O arquivo B oferece uma abordagem mais ampla do que o Arquivo A, que se concentra em um workflow específico. Embora haja algumas repetições de regras, ambos os arquivos têm objetivos únicos e são complementares.",lycheeorg/lychee,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.9, 'especializacao': 0.3, 'risco_de_conflito': 0.6}",80,Complementares | Independentes,"{'redundancias': ['Repetição exata de instruções em CLAUDE.md', 'Exemplo de como os dois arquivos se repetiriam'], 'conflitos': ['Nenhuma instrução contraditória'], 'valor_agregado': 'A existência de regras semelhantes pode ser útil, mas também pode trazer problemas.'}","Os dois arquivos têm algumas regras semelhantes e uma similaridade em termos de especialização, mas há também alguns conflitos potenciais devido à repetição excessiva das instruções.",mixpanel/mixpanel-android,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.1, 'especializacao': 0.7, 'risco_de_conflito': 0.2}",60,Complementares,"{'redundancias': ['uso de instruções semelhantes em ambos os arquivos'], 'conflitos': [], 'valor_agregado': 'Ambos os arquivos contêm instruções únicas, mas com uma estrutura de comando semelhante.'}","Os dois arquivos têm uma estrutura semelhante, mas com instruções diferentes que adicionam valor às suas funções específicas.",mixpanel/mixpanel-android,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.8, 'especializacao': 0.2, 'risco_de_conflito': 0.1}",80,Redundantes | Complementares,"{'redundancias': [""comandos técnicos repetidos, como 'sempre use Python'""], 'conflitos': [], 'valor_agregado': 'Valeria a pena manter os dois arquivos separados para evitar conflitos e garantir maior especialização.'}","Os comandos técnicos repetidos no Arquivo A se repetem amplamente no Arquivo B, indicando uma falta de especialização. No entanto, o Arquivo B traz um contexto mais amplo para a implementação da Mixpanel Android SDK.",mixpanel/mixpanel-android,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.15, 'especializacao': 0.85, 'risco_de_conflito': 0.0}",60,Complementares,"{'redundancias': ['falta de especificação em regras'], 'conflitos': [], 'valor_agregado': 'É recomendável manter os dois arquivos separados para evitar redundância e garantir a clareza das instruções.'}","Os dois arquivos apresentam uma grande semelhança em termos de regras e estrutura, mas o Arquivo B oferece mais especificidade e clareza nas instruções, tornando-o mais útil para a implementação do projeto.",churchcrm/crm,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.5, 'risco_de_conflito': 0.0}",80,Complementares,"{'redundancias': ['repetição de instruções relacionadas ao uso do Prettier'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm regras específicas para o uso do Prettier em contextos diferentes.'}","O Arquivo A e B têm funcionalidades complementares para o uso do Prettier, mas sem necessidade de manter ambos arquivos separados.",prettier/prettier-vscode,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.7, 'risco_de_conflito': 0.1}",70,Complementares,"{'redundancias': [""regras repetidas como 'use Python' e 'não use comentários'""], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm regras complementares, mas não há conflitos aparentes que justifiquem a eliminação do arquivo B'}","Os arquivos apresentam uma boa semelhança semântica e não há conflitos evidentes, sugerindo que o arquivo B é útil como complemento ao A.",conductor-oss/conductor,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.0, 'especializacao': 1.0, 'risco_de_conflito': 0.0}",100,Independentes,"{'redundancias': [], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm um valor agregado único, pois o arquivo A se concentra em um workflow específico e o arquivo B foca em outro. Além disso, não há repetições ou conflitos de regras entre os dois.'}","Os dois arquivos são únicos e não apresentam redundâncias ou conflitos de regras, tornando-se complementares.",headlamp-k8s/headlamp,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 1.0, 'risco_de_conflito': 0.0}",80,Redundantes | Complementares,"{'redundancias': [""uso repetido de 'pnpm run'"", 'estruturas semelhantes, mas com pequenas diferenças'], 'conflitos': [], 'valor_agregado': 'Embora existam algumas redundâncias e possíveis conflitos, ambos arquivos têm objetivos únicos e complementares.'}","Os dois arquivos A e B apresentam uma alta similaridade em termos de regras e estruturas, mas o Arquivo A tem um foco mais específico na implementação do workflow, enquanto o Arquivo B abrange uma ampla gama de tópicos relacionados a paralelização e otimização. Embora haja algumas redundâncias, ambos arquivos são essenciais para o funcionamento do sistema.",module-federation/core,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.0, 'especializacao': 1.0, 'risco_de_conflito': 0.0}",80,Independentes,"{'redundancias': [], 'conflitos': [], 'valor_agregado': 'O arquivo A é único em seu foco e regras, enquanto o B oferece uma abordagem mais flexível e aberta.'}",Os arquivos têm uma abordagem única e não apresentam conflitos ou redundâncias evidentes.,module-federation/core,AGENTS.md,CURSOR
"{'overlap_de_regras': 0.05, 'especializacao': 0.95, 'risco_de_conflito': 0.01}",75,Redundantes | Complementares,"{'redundancias': ['Exemplos de instruções que se repetem desnecessariamente'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos apresentam algumas repeti\nestões e não há conflitos significativos.'}","Os arquivos apresentam uma boa quantidade de especializa	hão, mas com algumas repetições desnecessárias.",module-federation/core,CLAUDE.md,CURSOR
"{'overlap_de_regras': 0.1, 'especializacao': 0.8, 'risco_de_conflito': 0.5}",60,Complementares,"{'redundancias': ['Lista de comandos técnicos repetidos'], 'conflitos': [""Comando 'dev' com instruções contraditórias""], 'valor_agregado': 'O Arquivo B tem instruções únicas que não são repetidas no Arquivo A.'}",Os arquivos têm um alto valor agregado pois o segundo oferece funcionalidades únicas,heroui-inc/heroui,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.1, 'especializacao': 0.5, 'risco_de_conflito': 0.3}",80,Complementares,"{'redundancias': ['Muitas instruçôes semelhantes em ambos os arquivos'], 'conflitos': [], 'valor_agregado': 'Valeria a pena manter os dois arquivos separados para evitar conflitos e melhorar a especializaÜa.'}","O Arquivo B oferece um conjunto de instruções mais genêno, mas com uma maior quantidade de repetições em comparaíão ao Arquivo A.",openshift/hypershift,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.34, 'especializacao': 0.61, 'risco_de_conflito': 0.05}",82,Independentes,"{'redundancias': ['Documentação de projeto', 'Regras de segurança'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos oferecem diferentes perspectivas e podem ser mantidos separados para manter a clareza e a eficiência.'}","O arquivo A oferece uma abordagem mais especializada, enquanto o Arquivo B se concentra em um contexto mais amplo de projeto. Manter os dois arquivos separados pode ser benéfico para a manutenção da qualidade e a eficiência do desenvolvimento.",dotnet/sqlclient,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.2, 'risco_de_conflito': 0.1}",70,Redundantes | Complementares,"{'redundancias': ['lista de tópicos que aparecem em ambos desnecessariamente'], 'conflitos': [], 'valor_agregado': 'Pode-se manter um dos arquivos para manter a especialização.'}","Os dois arquivos têm regras muito semelhantes, mas uma delas tem instruções únicas que podem ser mantidas em um arquivo separado.",phidatahq/phidata,AGENTS.md,CURSOR
"{'overlap_de_regras': 0.1, 'especializacao': 0.3, 'risco_de_conflito': 0.2}",60,Complementares,"{'redundancias': ['repetição exata de instruções de inicialização'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm uma valor agregado para manter a flexibilidade e a capacidade de abordar diferentes casos'}","Os arquivos apresentam semelhanças em seu conteúdo, mas mantendo-se separados para aproveitar as vantagens de cada um.",phidatahq/phidata,CLAUDE.md,CURSOR
"{'overlap_de_regras': 0.8, 'especializacao': 0.3, 'risco_de_conflito': 0.2}",60,Redundantes | Complementares,"{'redundancias': ['Regras de instrumentação e configuração repetidas'], 'conflitos': [], 'valor_agregado': 'Os arquivos podem ser reduzidos a um único, mantendo a essência da especialização necessária'}","O arquivo B apresenta uma alta taxa de repetição de regras técnicas, indicando redundância.",microsoft/applicationinsights-java,AGENTS.md,COPILOT
